VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CFP_abertura,CFP_anterioridade,CFP_tracoposicao1,CFP_tracoposicao2,CONT_FON_SEG,CFS_pontoc,CFS_sonor,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,MORFEMA.PLURAL,MORFEMA.PLURAL2,MUDANCA.SENTIDO,ESTILO,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A,lugar | S que é em,Alagoas <A>,também chamado | S Lagoa,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,t,coronal,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MA-_WellingtonF,2017,00:27:24.314,WellingtonF
A,pessoal vê que eu sou de,Alagoas <A>,vê o sotaque que é,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,v,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MA-_WellingtonF,2017,00:27:26.735,WellingtonF
A,"e já pergunta ""você é de",Alagoas <A>,""" | S ou |",Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MA-_WellingtonF,2017,00:27:26.735,WellingtonF
A,eu já presenciei muita gente de,Alagoas <A>,| S Maranhão | S,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MA-_WellingtonF,2017,00:27:28.807,WellingtonF
A,| S se chegar principalmente de,Alagoas <A>,| S eu vou conhecer,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MA-_WellingtonF,2017,00:27:30.538,WellingtonF
A,S desses <A> estado <A> assim,Alagoas <A>,tem bastante <P> também |,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,t,coronal,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MB-_JosueA,2017,00:27:47.887,JosueA
A,Pernambuco | S Bahia | S,Alagoas <A>,| S os <A> que,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017MB-_JosueA,2017,00:28:01.067,JosueA
A,<A> nem pode ser também de,Alagoas <A>,porque aí é um sotaque,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FA-_MarleneN,2018,00:28:08.015,MarleneN
A,Bahia | S e uma em,Alagoas <A>,| D1 uhum | S,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FA+_LuciaI,2018,00:28:08.015,LuciaI
0,D1 tá | S lá em,Alagoas <0>,mesmo <0> só tem uma,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FA+_LuciaI,2018,00:28:08.015,LuciaI
0,à noite | S já em,Alagoas <0>,você come | S um,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,v,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:28:09.913,VeronicaS
0,pensa em voltar mais <A> pra,Alagoas <0>,| D1 ele gostou daqui,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:28:16.377,VeronicaS
0,nós <0> diz <A> lá em,Alagoas <0>,"""mangar"" | S ""ah estou",Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:28:18.788,VeronicaS
A,lá em Alagoas? | S em,Alagoas <A>,| S eu não te/,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_IsabelaS,2018,00:28:24.092,IsabelaS
P,<A> velha que está <E> em,Alagoas <P>,tem loja de roupa |,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,t,coronal,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_MoniqueR,2018,00:28:24.092,MoniqueR
A,em Alagoas né? | S em,Alagoas <A>,| D1 entendi | D1,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_MoniqueR,2018,00:28:27.149,MoniqueR
A,eu acho que eu voltava pra,Alagoas <A>,| D1 ah é? |,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_MoniqueR,2018,00:28:30.567,MoniqueR
A,quando der | S só pra,Alagoas <A>,né? | S2 quando dá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,n,coronal,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_MoniqueR,2018,00:28:31.909,MoniqueR
A,todo ano a gente vai pra,Alagoas <A>,| D1 sempre pra Alagoas?,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_MoniqueR,2018,00:28:31.909,MoniqueR
A,a minha mãe era de Maravilha,Alagoas <A>,| D1 ah ela era,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:28:38.423,JoaquimS
A,não rapaz <0> eu sou de,"Alagoas"" <A>",| S depois <0> ele,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:28:44.258,JoaquimS
A,"S ""você é de onde de","Alagoas?"" <A>",| S o cara falou,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:28:44.258,JoaquimS
A,de | S ele saiu de,Alagoas <A>,parece que na década de,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:28:44.258,JoaquimS
A,| S quis <A> voltar pra,Alagoas <A>,| D1 uhum | S,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:28:49.991,WalterN
A,| S que eu passei em,Alagoas <A>,| S aí na minha,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:28:56.901,WalterN
A,pai meu irmão foi embora pra,Alagoas <A>,que ele gostava <A> muito,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:28:56.901,WalterN
A,<A> uma vez <A> voltou pra,Alagoas <A>,| D1 Alagoas | S,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:29:37.144,WalterN
A,| S né? triste <P> pra,Alagoas <A>,| S que eu já,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:29:54.126,WalterN
A,S né? que eu voltei pra,Alagoas <A>,fiquei cinco anos <A> lá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,f,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:29:54.126,WalterN
A,fiquei cinco anos <A> lá em,Alagoas <A>,| S aí foi o,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:30:02.727,WalterN
A,lá em ala/ isso lá em,Alagoas <A>,| S o sítio lá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:30:18.160,WalterN
A,mas <0> ninguém queria ir pra,Alagoas <A>,| S ninguém queria ir,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:30:18.160,WalterN
A,| S ninguém queria ir pra,Alagoas <A>,na época não tinha muita,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,n,coronal,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:30:27.570,WalterN
A,próximo | S porque lá em,Alagoas <A>,| S o pessoal é,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:30:49.570,ArthurG
A,pessoal (que veio de lá de),Alagoas <A>,que já está <E> aqui,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:30:52.451,ArthurG
0,câncer | S aí voltou pra,Alagoas <0>,faleceu | S aí eles,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,f,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:31:00.670,ArthurG
A,dois <A> menino de lá de,Alagoas <A>,que já estão <E> aqui,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:31:02.341,ArthurG
A,S se for de lá de,Alagoas <A>,| D1 (e se/) é?,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:31:02.341,ArthurG
A,de palavrões <A> | S de,Alagoas <A>,| S é | D1,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:31:02.341,ArthurG
A,a maioria das pessoas? | S,Alagoas <A>,Paraná lá tem muito |,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:31:23.181,ArthurG
0,| S ave Maria | S,Alagoas <0>,minha filha ninguém pode estar,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:31:28.550,RicardoR
0,S de voltar (assim) pra pra,Alagoas <0>,mas <A> | S lá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:31:37.863,RicardoR
A,mora em Feira Grande | S,Alagoas <A>,| D1 uhum | S,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:32:01.604,AlbertoS
A,do ano nós <0> desce pra,Alagoas <A>,| S (é o mais),Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:32:04.015,AlbertoS
A,| S deixa eu ver de,Alagoas <A>,| S na lá dentro,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:32:04.015,JoelmaM
A,né | D1 é? | S,Alagoas <A>,Bahia | S agora tem,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,b,dorsal.labial,sonora,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:32:12.770,RoselinaM
A,já estou | S vai pra,Alagoas <A>,| D1 quero ir lá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_RitaS,2018,00:32:18.703,RitaS
A,bastante | S maravi/ fui pra,Alagoas <A>,quando eu fui pra lá,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_RitaS,2018,00:32:24.943,RitaS
A,pra lá fui pra João Pessoa,Alagoas <A>,| S lá é maravilhoso,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_RitaS,2018,00:32:31.060,RitaS
A,<A> Bahia as <A> Paraíba pra,Alagoas <A>,) | S então |,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:32:35.631,JonasP
0,se deus <A> quiser | S,Alagoas <0>,| D1 precisa dispensar logo,Alagoas,a-la-'go-a$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:32:35.631,MatheusA
A,né | S por causa de,algumas <A>,coisa viu tipo (sei lá),algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2017MB-_JosueA,2017,00:32:49.995,JosueA
A,<P> de morar (xxx) | S,algumas <A>,coisa tipo (xxx) isso |,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2017MB-_JosueA,2017,00:32:49.995,JosueA
A,| S é tipo assim tem,algumas <A>,| S algumas <A> palavras,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018FA-_MarleneN,2018,00:33:04.006,MarleneN
A,assim tem algumas <A> | S,algumas <A>,palavras que a gente fala,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018FA-_MarleneN,2018,00:33:08.316,MarleneN
A,mas <0> é difícil falar aqui,algumas <A>,coisa aqui | D1 uhum,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:33:11.704,VeronicaS
A,terminou | S ele explicava <A>,algumas <A>,questões <P> <A> | S,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018FB-_YasminS,2018,00:33:11.704,YasminS
A,| S aqui em Holambra tem,algumas <A>,mais <A> caras <A> que,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:33:11.704,FabianoJ
A,pra mim tem | S tem,algumas <A>,mas <A> poucas <A> assim,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,m,dorsal.labial,sonora,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:33:11.704,FabianoJ
A,receptivos <A> assim | S (xxx),algumas <A>,pessoas <A> que não tem,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:33:11.704,FabianoJ
A,| S porque tem um tem,algumas <A>,coisa que eu falo aí,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:33:16.052,ArthurG
A,tive a oportunidade também de conhecer,algumas <A>,pessoas <A> que são gaúchas,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:33:21.396,ArthurG
A,dessas palavras diferente? | S pronunciaria,algumas <A>,| S aqui | D1,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:33:37.019,ArthurG
A,já fazia alguns <A> bolos <A>,algumas <A>,coisas <A> assim pro escritório,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:33:41.233,MilenaP
A,no seu trabalho? | S ó,algumas <A>,vezes <A> sim | D1,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,v,dorsal.labial,sonora,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:33:41.233,MilenaP
A,| S e ajudava | S,algumas <A>,pessoas <A> assim necessitadas <A>,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:34:02.893,MilenaP
A,<0> de primeiro família | S,algumas <A>,pessoas <A> | S eh,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:34:16.452,MilenaP
A,uns <A> que fala mas <0>,algumas <A>,palavrinha né que a gente,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:34:22.725,MarisaR
A,eu falo entendeu? | S de,algumas <A>,pessoa né tem alguns <A>,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:34:25.386,RoselinaM
A,| S mas/ <0> eh tem,algumas <A>,pessoa mais <A> pobre que,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:34:25.386,RoselinaM
A,que eu li algum | S,algumas <A>,diferente não sai no sotaque,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,d,coronal,sonora,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:34:33.379,RoselinaM
A,que tem de | S tem,algumas <A>,coisa | D1 diferente assim?,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018FA+_PenelopeM,2018,00:34:57.446,PenelopeM
A,<A> crítico né já vai vendo,algumas <A>,coisas <A> mais <0> é,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018FA+_RitaS,2018,00:35:04.585,RitaS
P,as <A> pessoas <A> | S,algumas <P>,pessoas <A> demonstram <A> isso,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,p,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:35:04.585,LucianaB
P,você na própria cidade | S,algumas <P>,| S é | D1,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:35:04.585,LucianaB
A,| S e | S conseguir,algumas <A>,coisa na vida né? pra,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MA-_JonasP,2018,00:35:13.089,JonasP
A,respeito <A> assim de al/ de,algumas <A>,coisa assim eu não/ não,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MA-_JonasP,2018,00:35:13.089,JonasP
A,<A> vezes <0> não consegue falar,algumas <A>,coisa | S porque o,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MA-_JonasP,2018,00:35:13.089,JonasP
A,ah entendi | S porque fala,algumas <A>,coisa e outras <A> não,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MA-_JonasP,2018,00:35:25.696,JonasP
A,o (Paraíba) não o (Paraíba) é,algumas <A>,que eles <A> escolhe <A>,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MA-_JonasP,2018,00:35:28.194,JonasP
A,colocar algumas então né? | S,algumas <A>,| D1 tá | D1,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,#,#,#,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MB+_ClaudineiP,2018,00:35:28.194,ClaudineiP
A,uhum | S apesar de de,algumas <A>,coisinha que tem é um,algumas,aw-'gu-ma$,a,aberta,central,menos.anterior,menos.posterior,k,dorsal.labial,surda,atona,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:35:28.194,MatheusA
A,<A> | S que | S,alguns <A>,| S não querem que,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,#,#,#,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:35:28.194,AdrieleS
A,conhecer sim que eu trabalhei com,alguns <A>,paraibanos <A> | D1 aham,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,p,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2017MB-_JosueA,2017,00:35:43.240,JosueA
A,domésticas <A> <A> | S hoje,alguns <A>,pais <A> coloca outros <A>,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,p,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018FB-_YasminS,2018,00:35:45.320,YasminS
A,<A> em si | S pra,alguns <A>,caso mas <A> ela acaba,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,k,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:35:46.922,JoaquimS
A,ajuda | S mas <A> em,alguns <A>,ponto na criação da/ da/,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,p,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:35:48.848,JoaquimS
A,| S2 com certeza | S,alguns <A>,vizinho que estivesse <E> precisando,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,v,dorsal.labial,sonora,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,ALCP_2018MB+_AlbertoS,2018,00:35:52.303,AlbertoS
A,todo mundo né | S tem,alguns <A>,que tem preconceito tem outros,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,k,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:35:52.303,GiovanaC
A,| S e eu já fazia,alguns <A>,bolos <A> algumas <A> coisas,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,b,dorsal.labial,sonora,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:35:57.252,MilenaP
A,São Paulo | S alguns <A>,alguns <A>,né | S tem alguns,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,n,coronal,sonora,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:36:14.982,RoselinaM
A,alguns <A> né | S tem,alguns <A>,que são né assim |,alguns,aw-'gU$,u,fechada,posterior,menos.anterior,mais.posterior,k,dorsal.labial,surda,tonica,final,pronomeind,pronome,gramatical,sim,sim,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:36:14.982,RoselinaM
