VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CONT_FON_SEG,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,STATUS_MORFOLOGICO,MORFEMA.PLURAL,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A, eu eu quero voltar a fazer , atividades <A> , fisica D1 por que que ,atividades,a-ti-vi-'da-des,e,f,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:31:08.636,VeraS
A, nunca engajo tipo só S fiquei , três <A> , meses <A> na academia enfim ,três,'tRes,e,m,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:31:38.690,VeraS
A, tipo só S fiquei três <A> , meses <A> , na academia enfim mas <A> ,meses,'me-zes,e,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:31:38.690,VeraS
A, <A> meses <A> na academia enfim , mas <A> , D1 tem algum motivo que ,mas,mas,a,#,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:31:38.690,VeraS
A, eu quero voltar a treinar S , mas <A> , tipo toda vez <A> que ,mas,mas,a,t,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:31:55.483,VeraS
A, treinar S mas <A> tipo toda , vez <A> , que eu passo perto S ,vez,'ves,e,k,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:31:55.483,VeraS
P, se vo tipo uma pressão S , estética <P> , S porque musculação <A> é ,estética,es-'te-ti-ka,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:01.381,VeraS
A, pressão S estética <P> S porque , musculação <A> , é importante mas hoje S ,musculação,mus-ku-la-'sAw,u,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:02.554,VeraS
A, <A> é importante mas hoje S , as <A> , pessoas se apropriaram mesmo <A> ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:32:04.831,VeraS
A, S as <A> pessoas se apropriaram , mesmo <A> , da academia e coloca uma ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:04.831,VeraS
P, da academia e coloca uma pressão , estética <P> , assim e tudo mais <A> ,estética,es-'te-ti-ka,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:04.831,VeraS
A, pressão estética <P> assim e tudo , mais <A> , S e aí eu acho ,mais,'majs,j,#,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:04.831,VeraS
A, acho que eu vou encontrar só , pessoas <A> , padrão S ou que eu ,pessoas,pe-'so-as,a,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:32:10.552,VeraS
A, eu entendo essa sensação S então , às <A> , vezes sabe isso me distancia ,às,'as,a,v,tonica,final,prepArtigo,artigo,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:21.525,VeraS
P, às <A> vezes sabe isso me , distancia <P> , da academia S e S ,distancia,dis-tA-'sia,I,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:21.525,VeraS
A, tomei coragem de viajar sozinha tipo , mais <A> , recente o ano passado D1 ,mais,'majs,j,h,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:32:44.643,VeraS
A, que tinha muito medo de fazer , as <A> , coisas sozinha S só que ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:32:55.724,VeraS
A, vi S tendo que fazer S , muitas <A> , coisas <A> pra mim e ,muitas,'muj-tas,a,k,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:33:06.978,VeraS
A, tendo que fazer S muitas <A> , coisas <A> , pra mim e às <A> ,coisas,'koj-zas,a,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:33:06.978,VeraS
A, <A> coisas <A> pra mim e , às <A> , vezes sem rede de apoio ,às,'as,a,v,tonica,final,prepArtigo,artigo,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:06.978,VeraS
A, ah tá eu posso acionar alguém , mas <A> , caso não não dê tipo ,mas,mas,a,k,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:10.324,VeraS
P, S aí eu S nesse de , estímulo <P> , sabe tipo eu saí eu ,estímulo,es-'ti-mu-lo,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:25.007,VeraS
A, num congresso então eu conheci lugar , depois <A> , D1 ah bacana S a ,depois,de-'pojs,j,#,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:42.241,VeraS
A, S foi na universidade de natal , mesmo <A> , D1 ah tá entendi legal ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:51.031,VeraS
A, ah tá entendi legal S aí , depois <A> , S depois <P> disso eu ,depois,de-'pojs,j,#,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:55.404,VeraS
P, legal S aí depois <A> S , depois <P> , disso eu fui pro rio ,depois,de-'pojs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:33:56.506,VeraS
P, que delícia S fui aí eu , gosto <P> , de forró eu gosto <P> ,gosto,'gos-to,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:34:02.264,VeraS
P, eu gosto <P> de forró eu , gosto <P> , de dançar de modo geral ,gosto,'gos-to,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:34:02.264,VeraS
P, S e aí eu vi o , instagram <P> , dele S xxx encontrei S ,instagram,Is-'ta-gRA,I,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:34:05.353,VeraS
P, gostoso S também foi e eu , gostei <P> , bastante <P> do rio S ,gostei,gos-'tej,o,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:34:18.753,VeraS
P, também foi e eu gostei <P> , bastante <P> , do rio S eu voltei ,bastante,bas-'tA-te,a,t,atona,medial,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:34:18.753,VeraS
A, também por isso a importância das , universidades <A> , públicas <A> porque S porque ,universidades,u-ni-ver-si-'da-des,e,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:34:31.634,VeraS
A, isso a importância das universidades <A> , públicas <A> , porque S porque talvez se ,públicas,'pu-bli-kas,a,p,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:34:31.634,VeraS
A, eh como eu te falei S , às <A> , vezes <A> S eu não ,às,'as,a,v,tonica,final,prepArtigo,artigo,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:11.898,VeraS
A, eu te falei S às <A> , vezes <A> , S eu não gosto <P> ,vezes,'ve-zes,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:11.898,VeraS
P, <A> vezes <A> S eu não , gosto <P> , de campinas <A> por conta ,gosto,'gos-to,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:12.814,VeraS
A, S eu não gosto <P> de , campinas <A> , por conta desse S de ,campinas,kA-'pi-nas,a,p,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:12.814,VeraS
A, conta desse S de sentir que , as <A> , pessoas é são mais <A> ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:16.774,VeraS
A, que as <A> pessoas é são , mais <A> , reservadas <A> que tem uma ,mais,'majs,j,h,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:16.774,VeraS
A, <A> pessoas é são mais <A> , reservadas <A> , que tem uma empresarial muito ,reservadas,he-zer-'va-das,a,k,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:16.774,VeraS
A, você acha que caracteriza campinas S , mas <A> , S é isso S tipo ,mas,mas,a,#,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:28.024,VeraS
A, você gosta muito daqui S de , campinas <A> , S ai o sesc mas ,campinas,kA-'pi-nas,a,#,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:41.980,VeraS
P, coisa que tem outro mas eu , gosto <P> , do sesc D1 o sesc ,gosto,'gos-to,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:35:43.846,VeraS
A, sesc é gostoso mesmo S e , as <A> , pessoas <A> do sesc também ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:51.681,VeraS
A, gostoso mesmo S e as <A> , pessoas <A> , do sesc também são legais ,pessoas,pe-'so-as,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:51.681,VeraS
A, pessoas <A> do sesc também são , legais <A> , tipo são S tipo é ,legais,le-'gajs,j,t,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:35:51.681,VeraS
A, eu acho que não porque é , mais <A> , do sistema <P> tipo eu ,mais,'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:36:15.550,VeraS
P, não porque é mais <A> do , sistema <P> , tipo eu acho que é ,sistema,sis-'te-ma,i,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:36:15.550,VeraS
A, <P> tipo eu acho que é , mais <A> , do capitalismo <A> e aí ,mais,'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:36:15.550,VeraS
A, acho que é mais <A> do , capitalismo <A> , e aí as <A> grandes ,capitalismo,ka-pi-ta-'lis-mo,i,m,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:36:15.550,VeraS
A, <A> do capitalismo <A> e aí , as <A> , grandes acabam sentindo mais esse ,as,as,a,g,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:36:15.550,VeraS
P, impacto D1 entendi S é um , sistema <P> , que vai além da prefeitura ,sistema,sis-'te-ma,i,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:36:25.237,VeraS
A, outro S ahn S aqui eu , as <A> , pe as <A> pessoas <A> ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:14.578,VeraS
A, S aqui eu as <A> pe , as <A> , pessoas <A> perguntam da onde ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:14.578,VeraS
A, eu as <A> pe as <A> , pessoas <A> , perguntam da onde você é ,pessoas,pe-'so-as,a,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:14.578,VeraS
P, <A> perguntam da onde você é , mas <P> , tem muito essa coisa de ,mas,mas,a,t,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:14.578,VeraS
P, do nordes ah você é do , nordeste <P> , S e não especifica <A> ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:20.434,VeraS
A, do nordeste <P> S e não , especifica <A> , em qual lugar do nordeste ,especifica,es-pe-si-'fi-ka,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:22.952,VeraS
P, especifica <A> em qual lugar do , nordeste <P> , é S se você pega ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:22.952,VeraS
P, pega por exemplo S tipo o , nordeste <P> , tem uma diversidade também então ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:27.208,VeraS
A, <P> tem uma diversidade também então , as <A> , pessoas <A> de pernambuco falam ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:27.208,VeraS
A, uma diversidade também então as <A> , pessoas <A> , de pernambuco falam de um ,pessoas,pe-'so-as,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:27.208,VeraS
A, de pernambuco falam de um jeito , as <A> , pessoas segipe falam de outro ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:37:27.208,VeraS
A, outro S tem uma diversidade lá , mas <A> , parece que ou é tudo ,mas,mas,a,p,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:35.229,VeraS
P, parece que ou é tudo do , nordeste <P> , e aí coloca na mesma ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:35.229,VeraS
A, nordeste <P> e aí coloca na , mesma <A> , caixinha sabe S e não ,mesma,'mes-ma,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:35.229,VeraS
A, não tem essa coisa sou de , alagoas <A> , né às <A> vezes até ,alagoas,a-la-'go-as,a,n,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:40.674,VeraS
A, coisa sou de alagoas <A> né , às <A> , vezes até a gente fala ,às,'as,a,v,tonica,final,prepArtigo,artigo,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:40.674,VeraS
P, fala ai eu vou viajar pro , nordeste <P> , S e agente não especifica ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:40.674,VeraS
A, nordeste <P> S e agente não , especifica <A> , que lugar do nordeste <P> ,especifica,es-pe-si-'fi-ka,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:45.962,VeraS
P, não especifica <A> que lugar do , nordeste <P> , é tem esse apagamento S ,nordeste,nor-'des-te,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:37:45.962,VeraS
A, falar S e também por exemplo , os <A> , S lá tem S as ,os,os,o,#,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:08.103,VeraS
A, os <A> S lá tem S , as <A> , músicas <A> também sabe tipo ,as,as,a,m,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:14.461,VeraS
A, S lá tem S as <A> , músicas <A> , também sabe tipo os artistas ,músicas,'mu-zi-kas,a,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:14.461,VeraS
P, músicas <A> também sabe tipo os , artistas <P> , <A> S as <A> vivências ,artistas,ar-'tis-tas,i,t,tonica,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:14.461,VeraS
A, <A> também sabe tipo os artistas , <P> <A> , S as <A> vivências são ,artistas,ar-'tis-tas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:14.461,VeraS
A, tipo os artistas <P> <A> S , as <A> , vivências são muito parecidas <A> ,as,as,a,v,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:18.152,VeraS
A, S as <A> vivências são muito , parecidas <A> , S tipo uma vez eu ,parecidas,pa-Re-'si-das,a,#,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:18.152,VeraS
A, tinha uma pessoa que era de , alagoas <A> , de maceió D1 aham S ,alagoas,a-la-'go-as,a,d,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:38:20.531,VeraS
A, S tipo falando S xxx tipo , as <A> , vivências são muito próximas <A> ,as,as,a,v,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:30.150,VeraS
A, tipo as <A> vivências são muito , próximas <A> , muito parecidas <A> D1 e ,próximas,'pRo-si-mas,a,m,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:30.150,VeraS
A, vivências são muito próximas <A> muito , parecidas <A> , D1 e na fala o ,parecidas,pa-Re-'si-das,a,#,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:30.150,VeraS
A, o sotaque eu num num sei , explicar <A> , tipo o jeito que fala ,explicar,es-pli-'kar,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:38:40.537,VeraS
A, dezembro S agora eu fiquei quinze , dias <A> , lá passei ano novo natal ,dias,'dias,a,l,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:38:56.452,VeraS
A, mantém D1 aham S só que , as <A> , pessoas <A> daqui falam que ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:39:11.858,VeraS
A, aham S só que as <A> , pessoas <A> , daqui falam que eu não ,pessoas,pe-'so-as,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:39:11.858,VeraS
A, eu não tenho o sotaque tão , arrastado <A> , como de lá D1 aham ,arrastado,a-has-'ta-do,a,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:11.858,VeraS
A, não é tão arrastado S é , eles <A> , falam que não é tão ,eles,'e-les,e,f,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:22.381,VeraS
P, <A> falam que não é tão , arrastado <P> , agora eu não sei assim ,arrastado,a-has-'ta-do,a,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:22.381,VeraS
P, D1 ah é S e eu , gosto <P> , também do sotaque do S ,gosto,'gos-to,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:37.078,VeraS
M, um pouquino pra mim S ah , isqueiro <M> , S eu gos <P> da ,isqueiro,is-'kej-Ro,i,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:44.698,VeraS
P, S ah isqueiro <M> S eu , gos <P> , da forma como eles <A> ,gos,'gos,u,d,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:45.564,VeraS
A, eu gos <P> da forma como , eles <A> , falam sabe D1 aham D1 ,eles,'e-les,e,f,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:39:45.564,VeraS
A, na bahia sim S as <A> , gírias <A> , D1 legal bacana tem algum ,gírias,'Zi-Rias,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:39:52.637,VeraS
A, acho um bairro muito elitizado por , mais <A> , que tenha muitos universitários <A> ,mais,'majs,j,k,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:41:38.435,VeraS
A, por mais <A> que tenha muitos , universitários <A> , S mas é muito elitizado ,universitários,u-ni-ver-si-'ta-Rios,w,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:41:38.435,VeraS
P, elitizado S tipo eu acho S , destacaria <P> , barão e e S cambuí ,destacaria,des-ta-ka-'Ria,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:41:45.720,VeraS
A, você identifique S ah jardim são , marcos <A> , S uhm D1 e o ,marcos,'mar-kos,o,#,atona,final,substantivoProprio,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:41:52.516,VeraS
A, assim diferenciam esses bairros S a , infraestrutura <A> , do bairro S eh S ,infraestrutura,I-fRa-es-tRu-'tu-Ra,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:42:04.390,VeraS
A, bairro S eh S quem são , as <A> , pessoas <A> que circulam nesses ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:42:07.603,VeraS
A, eh S quem são as <A> , pessoas <A> , que circulam nesses <A> bairros ,pessoas,pe-'so-as,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:42:07.603,VeraS
A, as <A> pessoas <A> que circulam , nesses <A> , bairros <A> S se pegar ,nesses,'ne-ses,e,b,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:42:07.603,VeraS
A, pessoas <A> que circulam nesses <A> , bairros <A> , S se pegar a questão ,bairros,'baj-hos,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC-_VeraS_codificada,2025,00:42:07.603,VeraS
A, melhor S abajur S açúcar S , alistar <A> , S aniversário S antigo S ,alistar,a-lis-'tar,i,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:44:36.140,VeraS
A, <A> S aniversário S antigo S , agosto <A> , S argola S arroz <A> ,agosto,a-'gos-to,o,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:44:40.603,VeraS
A, S agosto <A> S argola S , arroz <A> , S atitude S atrás <A> ,arroz,a-'hos,o,#,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC-_VeraS_codificada,2025,00:44:43.206,VeraS
